,Title,Lyric,Artist
18,Yemi Alade – “Home” [Lyrics],"Yemi Alade – “Home Lyrics“

[Intro]
Ah eh eh
Oh oh
Ah ah
Ah ehh ehh
Oh ohhh ohh

[Chorus]
Where ever you go is my home
(Home, home, home)
Anywhere you go is my home
(Home, home, home)
Oya baby carry me go
Wether na cartoon or na mansion o
Baby make you carry dey go
Wether na Dubai or Idumota
Le le le

[Verse 1]
Where ever you go baby is my home
Anywhere you go I want to go
When you are not here I’m so alone
When you are not near, I feel so cold
Wu wu wu

This one be Flavour music
But oyi na tum o
This one don pass juju
I want to be your mumu
Let’s go hand in hand
Body to body
Chest to chest
Eh ye eh

[Chorus]
Where ever you go is my home
(Home, home, home)
Anywhere you go is my home
(Home, home, home)
Oya baby carry me go
Wether na cartoon or na mansion o
Baby make you carry dey go
Wether na Dubai or Idumota
Le le le

[Verse 2]
Ah yeh ehh
Oh oh
Ah ah
Baby enter my heart ulele
Enter my life ulele
Body and soul ulele
Boy I no go follow you
In good or bad, I go follow my heart my love

This one be Flavour music
But oyi na tum o
This one don pass juju
I want to be your mumu
Let’s go hand in hand
Body to body
Chest to chest
Eh ye eh ye

[Chorus]
Where ever you go is my home
(Home, home, home)
Anywhere you go is my home
(Home, home, home)
Oya baby carry me go
(carry me go)
Wether na cartoon or na mansion o (mansion o)
Baby make you carry dey go
Wether na Dubai or Idumota
Le le le

Oya Pekem Pekem…..
Iya Iche
Pekemlem Pekem..
Body to body
Chest to chest

[Outro]
Eh
Egwu
Vtek the awesome",Yemi Alade
19,[Lyrics] Chidinma – “Holy”,"[Chidinma]
Mimo mimo oh Baba mimo mimo
Heaven and earth adore You mimo mimo
Mimo mimo o baba mimo mimo
I‘ll sing Your praise forever mimo mimo

[Chorus with Back ups]
Mimo oh Baba mimo mimo
Heaven and earth adore You mimo mimo
Mimo mimo o Baba mimo mimo
I will sing Your praise for ever mimo mimo

[Chidinma – Verse 1]
Nso eh
Obi nigwe nso hmm eeehe
Aka na gworia nso
Oke nmawu eeh nso

[Chidinma & Back ups]
Your name is (Ekuweme)
Your name is (Ancient of Days)
You are the God over the earth
Your name is (Ekwueme)
Your name is (Ancient of Days)
Nso nso Jehovah nso nso

[Chorus with Back ups]
Mimo mimo oh Baba mimo
Heaven and earth adore You mimo
Mimo mimo o Baba mimo
I will sing Your praise forever mimo mimo

[Chidinma – Verse 2]
Aka m di lelu
O na e gbum m gbu ee
But I don’t care
Nara ekele
Aka na gbaji Igwe
Nso
Chi neye ndu, Chi onye obi oma oooh
Chi neye nwa, great and mighty God
Nani gi bu Chi, you alone are God
Mimo mimo Baba mimo

[Chidinma & Back ups]
Your name is (Ekuweme)
Your name is (Ancient of Days)
You are the God over the earth
Your name is (Ekwueme)
Your name is (Ancient of Days)
Nso nso Jehovah nso nso

[Chorus with Back ups]
Mimo oo mimo oh baba mimo mimo
(Ala wo funfun mimo o)
Heaven and earth adore You mimo mimo
(Oke ati ile juba mimo o o)
Mimo oo mimo oh baba mimo mimo
I will sing Your praise forever mimo mimo

[Outro]
(O n je mimo, O n mu mimo, O n so mimo)
Mimo oo mimo oh baba mimo mimo
(O n ri mimo)
Heaven and earth adore You mimo mimo
(O ni mimo, Emi mimo)
Mimo oo mimo oh baba mimo mimo
I will sing Your praise forever mimo mimo

 ",Chidinma
20,[Lyrics] Yovi x Davido x Zlatan – “It’s Allowed”,"[Intro]
Wo uh wo uh wo uh yeah
Gbese
Yo Rexxie pon dis one
Simma
Yoyoyo Yovi Yovi
Simma

[Pre-Hook]
Lati kekere ni mo ti korede
Lati kekere ni mo ti da gbo gbe
Everynight and day eh I dey pray for grace o
Shower your blessings shower your blessings baba
Aburukutu mi ma mama yo
Aburukutu mi ma mama yovi
Aburukutu mi ma mama yo
Aburukutu mi ma mama yovi

[Hook]
Oh oh
It’s allowed
Oga Making money is allowed
Overtaking daddy is allowed
We must to make this money is allowed
Together is allowed

[Verse 1 – Davido]
Eh oh sister Nike
Na you bad pass out of all your friends
I want put money all on your chest
Give me body girl I want to test
Ah oh gbe body eh
Bum bum challenge
Oya ju body e
So much challenge
You be my odo ye
I’m nonchalant cause I be bobo yea oh oh
When davido dey your baby just because i shake ego well Well well
Oh dey no dey tell person who no go want blessing

[Hook]
Ayiiii
its allowed
Over making money is allowed
Zlatan
Overtaking daddy is allowed
Kapaichumarimarichopaco
we must to make this money is allowed
together is allowed

[Verse 2 – Zlatan]
Monkey go fuck your wife if you no get money (Jonmo)
Alaye mi tete soji
Tepa mo ise ye se busy body
O lowo oko lowo olo un kigbe konji (Wo)
Overtaking is allowed
To ba sise wa ri omo nu eh wa de kigbe baba o
Owo lagba say you know say to ba le ka pata wa sise lati ball bi ti Falcao
Where Davido dey (Where Davido dey)
Problem far away (Problem far away)
Everyday ta ba wo club ma shana wole maje faraday
Koso’wo kosi ogun teba san wo mi olohun eleri mi ni so
Emi omo i’ko to ma fi gbogbo igba calcu bi omo igbo (Kuronbe)

[Outro]
its allowed
Oga making money is allowed
Overtaking daddy is allowed
Must to make this money is allowed
together is allowed

aburukutu mi ma mama yo
aburukutu mi ma mama Yovi
aburukutu mi ma mama yo
aburukutu mi ma mama Yovi

eh oh sister Nike na you bad pass out of all your friends
I want put money all on your chest
give me body girl i want to test
eh oh sister Nike na you bad pass out of all your friends
I want put money all on your chest
give me body girl i want to test

Oh my God Fiokee
Spyrit mix",Yovi x Davido x Zlatan
21,Burna Boy – “Anybody” [Lyrics],"[Verse 1]
I don’ charge my energy, I no get time for no enemy
Tori pe won le tomi
Nothing wey person never see
Omo nothing wey person never see
Forget, I say fashi

[Bridge]
Very soon expecting
Je kawon padi eh jen be
I dey kaku dey gbese
Jejeli jeje jeje
I been dey answer them yes sir
Now na me dem dey answer yes sir
Respect is reciprocal
Even though unuh know say I special

[Chorus]
Anybody!, wey no want to soji
Anybody!, wey no dey carry body
Nack am something, ahh
Nack am something
To ba ta fele, fele
Nack am something

[Verse 2]
You wan chop but you never work
Shey na because me sef I never talk
I look you dey laugh you gan gan gan gan gan gan
I sha know say the time go come
Omo, I know say the time go come
When you no go fit learn no more

Omo omo
Life na turn by turn
Whether you like or not
To ba ginger me
Egbeskele go cause, oya ki gba je k’won gbo

[Chorus]
Anybody!, wey no want to soji
Anybody!, wey no dey carry body
Nack am something, ahh
Nack am something
To ba ta fele, fele
Nack am something

[Bridge]
Very soon expecting
Je kawon padi eh jen be
I dey kaku dey gbese
Jejeli jeje jeje
I been dey answer them yes sir
Now na me dem dey answer yes sir
Respect is reciprocal
Even though unuh know say I special

[Chorus]
Anybody!, wey no want to soji
Anybody!, wey no dey carry body
Nack am something, ahh
Nack am something
To ba ta fele, fele
Nack am something

[Outro]
Gbese
Eni to ba ta, fele fele, la’go lori won
Eni to ba ta, fele fele, la’go lori won
Eni to ba ta, fele fele, la’go lori won
Eni to ba ta, fele fele, la’go lori won",Burna Boy
22,Mr Eazi – “Doyin” ft. Simi [Lyrics],"[Chorus]
Mr Eazi
Doyin, your love dey high me like e be kpoli (ye)
We suppose to link up but you be jonzing (me)
But e be your love dey high me like e be kpoli
O baby don’t leave me lonely

Simi
Oooh oh o Tony (Tony o),
You say you love me I say na story (na story o)
No be by mouth o you gotta show me
If I’m the one you gats be only (o baby no tell me story o)

[Verse 1 – Mr Eazi]
I got a pocket full of money and all I wanna do is spend it on you
This feeling e dey killy me baby tell me what I for do
‘Cause your love e be relevant and I dey like your belly dance
And your pose e be elegant ye (Zagadat)

[Mr Eazi & Simi]
Baby you be onye oma (onye oma)
O ya ma sé panana (panana)
Original no panda o, o ya ma sé dada
I remember what you told me, say I be bad girl but nobody holy

[Chorus]
Mr Eazi
Doyin, your love dey high me like e be kpoli (ye)
We suppose to link up but you be jonzing (me)
But e be your love dey high me like e be kpoli
O baby don’t leave me lonely

Simi
Oooh oh o Tony (Tony o),
You say you love me I say na story (na story o)
No be by mouth o you gotta show me
If I’m the one you gats be only (o baby no tell me story o)

[Outro]
Baby you be onye a
Baby you be thunder laba
Odoo ye wu too pachalanga… (2ce)",Mr Eazi
23,[Lyrics] Ycee – “Hennessy 10”,"Ycee – “Hennessy 10 Lyrics“

 

Ain’t nobody badder than

Run am if u think u fit

I run the game yeah ain’t counterfeit

Aint gat no counterpart they can’t defeat

Its ironic they homophobic but still cant get the fuck off my dick

They want my spot, i swear they fantasized

And over analysize.. but when it comes to dope u know that am the guy

I sue the bro to court.. i rarely follow protocols

Its been a overhaul.. so imma leave this as unknown to y’all

But i ain’t y’all

And every time i’m looking to the sky, thanking God that i ain’t y’all

Gave y’all enough time to catch up… since i was A1

Daddy is home, let see which one of y’all is fit to play ball

Men have been at this, since man have been a boys

And money talks so when i speak am sure to use my invoice

So yea i really enjoy, leaving y’all niggas annoyed

So talk elbow, that’s the only time i transfer my joints

I go from start to fades, like its beginning to end

I turn two L’s to a W and now am winning again

I been a *gunna or gabbly* be the scene on a stage

Hip hop for naija na blur, feel like am rapping in vain

But i still kill it regardless

And you know me, am new school

But Henny put me up with 3 O’Gs

You must be drunk if u think u could belittle me now

I was the last born but right now i am the main child

Cos am between the past and future

The demons and Gods

Between the rappers and singer How i evened the odds

And that is something to consider like ain’t feeding your thoughts

And if we don’t get you in the street, we’ll just see you in court

Had some dawgs that wrote me off

Buh hallo this is me writing back

They say am top 5 and really i dont see no lie in that

And my pocket is been getting fat

Feeding all your fear, i see a killer bee and i attack

Men are here, nobody do it like you do

Before you talk bout my career please tell me what do you do

Oludemilade, i been seating on the throne

And you sound overrated well you just talking your own

Last bars imma make em count

Am making money and y’all murdafuckas don’t make em how

If y’all smile enough u see it on the bright side

Because when am going in y’all are saying for the outside…",Ycee
24,[Lyrics] Tekno – “Better” (Hope For Africa),"Tekno – “Better Lyrics”

 

[Intro]
Shey una no send epesin
Say na me send e pesin

[Pre-Chorus/Chorus]
Dey go do like dem no see say food e no dey oo…
Dey go do like dem no see say road e no good ooo.. (Just tell me why)
Dey go do like dem no see say people dey suffer..
This e nah yawa oo

And i pray one day.. make e better pass like this
Say make e better pass like this ooo
Say make e better pass like this oo oo

And i pray one day.. make e better pass like this
Say make e better pass like this ooo
Say make e better pass like this oo oo

Money go yapa (money go yapa ooo)
Light go dey (light go dey)
Plenty fuel like lager oo (like lager oo)
Because time e no dey ooo (time e no dey)

Isi ewu for sallah (Isi ewu)
Raba ti de (Raba ti de)
Naira equal to Dollar
Because time e no dey (time e no dey ehh eh)

We dey pray for prosperity.. (we dey pray o God)
For national security… (we dey pray o)
Make we no see calamity…(we dey pray o God)
Something like jagbajanti…(we dey pray o)

[Verse]
See i no want to suffer
I no want my people to suffer..
Me i want my people to jaiye ooo…
Me i want my people to jaiye ori mi oo…

Quality education
Hospital for Operation
So we no need to fly abroad
Everytime wey body dey hot

[Pre-Chorus/Chorus]
Dey go do like dem no see say food e no dey oo…
Dey go do like dem no see say road e no good ooo.. (road e no good)
Dey go do like dem no see say people na corner oo.. (No light)
Things ma ya pa oo

But i pray one day.. make e better pass like this
Say make e better pass like this ooo
Say make e better pass like this oo oo

And i pray one day.. make e better pass like this
Say make e better pass like this ooo (Better pass)
Say make e better pass like this oo oo

Money go yapa (money go yapa ooo)
Light e go dey (light go dey)
Plenty fuel like lager (like lager oo)
Because time e no dey (time e no dey ooo)

Isi ewu for sallah (Isi ewu)
Raba ti de (Raba ti de)
Naira equal to Dollar
Because time e no dey (time e no dey eheh eh)

We dey pray for prosperity.. (we dey pray o God)
For national security… (we dey pray o)
Make we no see calamity…(we dey pray o God)
Something like jagbajanti…(we dey pray o)

[Outro]
Ja ka bo le oo
Je ka lo ile ooo
Se ka ro leoo
Ma lo lo le wa
Je ma ko le wa
Je ma so te
Shey fa sho le wa
Shey ma wo le oo",Tekno
25,Sarkodie – “Do You” ft. Mr Eazi [Lyrics],"[Intro]
Na me go marry am (Yes)
I supposed to marry am
What else…
It’s your boy Eazi
Na me go marry am
(Another Guilty Beats)
I supposed to marry am

[Mr Eazi] 
I just want to know
Baby do you ever think of me anymore
Baby do you, do you
Me say I just want to know
Ilobi do you ever think of me anymore
Ilobi do you (Baby do you miss me) Do you

[Sarkodie] 
I know say me and you no be together But
Sometimes I dey wonder if you remember that
We used to talk about the about the way we go married
Nobody for came between us…
Do you ever think about the sex
Do you ever think about going back to your ex
I hope say (..) stress
Everything happen for a reason but do you regret
Do you miss me (…)
I don’t wanna cause trouble Am a little tipsy
……… whisky
I can’t imagine life without you when am 60 so
I just wanna know how you dey feel
I know say you move on But me dey still
Girl I miss the Netflix and chill
Me I just wanna keep you real

[Mr Eazi] 
I just want to know
Baby do you ever think of me anymore
Baby do you, do you
Me say I just want to know
Ilobi do you ever think of me anymore
Ilobi do you (Baby do you miss me) Do you

[Sarkodie] 
So if, wanna see your face Would you wanna (yes)
I swear to God me no starting drama
If you know the light tell me cos me ain’t ready for Karma
(…)
Me and you had connection on a level
(…) no be the devil
(indigenous language)
I don’t even know where to begin
Odo…

[Mr Eazi] 
I just want to know
Baby do you ever think of me anymore
Baby do you, do you
Me say I just want to know
Ilobi do you ever think of me anymore
Ilobi do you (Baby do you miss me) Do you",Sarkodie
26,Jorja Smith – “Be Honest” ft. Burna Boy [Lyrics],"[Verse 2: Jorja Smith]
Take time, you no say I’m wrong whenever I see bad vibes
Before you come my way, make sure you think twice
Look into my eyes but I can never see us
I can point a gun, but you know I could never lie, yeah
Come through
I can show you somethin’ you can run to
When I finish, you’ll be feelin’ brand new
Wanna be somebody you can run through
I’m lookin’ for that, I’m alive
One time, no cap, big vibes, slow back
Catch feels, get high
If you make your bed, then you can lie
Just please don’t waste my time

[Chorus: Jorja Smith]
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience

[Verse 3: Burna Boy]
Everybody di body di body
Oluwa Burna ti de
People, they talk, them a gistin
Bout the way your body twistin’
Make me lose control in the this ting, oh
And it’s all because I’m thinkin’ of us
Don’t go throw me under di bus
Under a spell, I’m under your love
I don’t know why nobody warn me
Listen, my baby no dey do me bad
Put your heart inside my goody bag
If I do you bad
I beg you, make you no do me back
Gimme one time, one try
Be mine, this time
Take time, same time
Make we no dey waste time
Girl, I never lie, you already know that I’ll be honest

[Chorus: Jorja Smith, Burna Boy & Both]
Be honest (Be honest, ooh yeah)
You want this (You want this)
But I can be heartless
Regardless of my conscience (Ooh yeah)
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Be honest (Be honest)
You want this (You want this)
But I can be heartless
Regardless of my conscience
Be honest
You want this (You want this)
But I can be heartless
Regardless of my conscience",Jorja Smith
27,[Lyrics] Swae Lee – “Won’t Be Late” ft. Drake,"[Pre-Chorus: Swae Lee]
Kill your vibe, they don’t have the right
Baby don’t fight it, you’re giving me life
Take your time, set the mood right
Settle down, skeptical at first but now I’m not

[Chorus: Swae Lee]
Won’t be late, won’t delay (Hey)
Won’t be late, won’t delay (Yeah)

[Verse 2: Drake]
Yeah, yeah, saving my time for you
Suddenly I freed up (Free)
Freezing my times with you
When I’m lonely, I can bring them up
Closed off my line for you (Closing down my line)
I’m better when I’m just on my own, girl
Standing in line for you (Standing in line for you)
Standing here for I don’t know how long, girl
Things I wrote (Ayy), lengths I go
Lets you know that I want you
Words we spoke (Yeah), things you wrote
Let me know that you want me too (Yeah)
Ikebe, pressing on me heavy
Pressing up against me real close
Bakasi, moving on me wassy
Time is moving real slow

[Chorus: Swae Lee]
Won’t be late, won’t delay (Hey)
Won’t be late, won’t delay (Yeah)
Won’t be late, won’t delay (Hey)
Won’t be late, won’t delay (Yeah)",Swae Lee
28,[Lyrics] Oladips – “Twenty Tiri K”,"[INTRO]
Omo iya aje
AYK Beats
Won fe mo e’ye ti mo ni
Won fe eye ti mo naku
23 uncountable

[CHORUS]
Elo OG (elo)
Elo lan ta ile (lan ta ile)
Owo kan wa ni account mi se
Mo fe si s’aiye (mo fe fi s’aiye)
Elo OG (elo)
Elo lan ta Benz (lan ta Benz)
Ile ti mo ra timo ti sanwo
Mo fe kalo fence

Twenty tiri k
Twenty tiri k
Mo mo curency tan je but mo ni twenty tiri k
Twenty tiri k
Twenty tiri k
Mi o mo currency tan je but moni twenty tiri k

[VERSE 1]
Elo le ni te fe fi pe paso
Ah
Te fe fi pe osupa
Owo te ni ti ko ba wo wazo
Elo fi se osuka
Olowo yin ti lo fowo ra ku
Ah
O fowo ra tajutaju
Eni ma ba pade eni ma ku
Sheri igboranso to fi Adelabu
Awa la ni igboro
Awa la ni street
Emi mo lorin
Emi mi mo ni beat
Emi mo lowo
Eyin le ni bank
Awa la wa leyin yin te fi pass
Mo ni mansion kan ti mo fe ra
Mo ni motor kan ti mo fe ra
Oluwa dakun shanumi ah
Mogbe phone mo pe paadi mi

[CHORUS]
Elo OG (elo)
Elo lan ta ile (lan ta ile)
Owo kan wa ni account mi se
Mo fe si s’aiye (mo fe fi s’aiye)
Elo OG (elo)
Elo lan ta Benz (lan ta Benz)
Ile ti mo ra timo ti sanwo
Mo fe kalo fence

Twenty tiri k
Twenty tiri k
Mo mo currency tan je but mo ni twenty tiri k
Twenty tiri k
Twenty tiri k
Mi o mo currency tan je but mo ni twenty tiri k
Ah

[VERSE 2]
Ah
Elo le ni tefe fi pe wizzy
Te fe fi pe David
Igbati to ma muyin la ti eyin
E ma bere wi pe bawo mo se de bi
30GB o n se thirty thousand thirty thousand
O fe pe Wizkid pelu thirty thousand
Tenant lo se yahoo
Nigba ti EFCC de, naso dey carry landlord
Ah oso si mi lenu o bu yosi
Ma woju Uche, pe Obinna si
Nobody fit touch us, ah
We dey okay at last Osinachi

Mo ri mansion kan ti mo fera
Mo ri motor kan ti mo fera
Oluwa dakun shanumi
Mo gbe phone mo pe paadi mi

[Chorus]
Elo OG (elo)
Elo lan ta ile (lan ta ile)
Owo kan wa ni account mi se
Mo fe si s’aiye (mo fe fi s’aiye)
Elo OG (elo)
Elo lan ta Benz (lan ta Benz)
Ile ti mo ra timo ti sanwo
Mo fe kalo fence

Twenty tiri k
Twenty tiri k
Mo mo currency tan je but mo ni twenty tiri k
Twenty tiri k
Twenty tiri k
Mi o mo currency tan je but mo ni twenty tiri k
Ah

[OUTRO]
Ah
Twenty tiri k
Miracle money
Ah ah ah ah ah
Ko le ye yin
But oma to ye yin
Omo iya aye",Oladips
